"Fecha","Índice"
"2011/02/28",101.0841575
"2011/03/31",101.985715
"2011/04/30",99.8215908
"2011/05/31",99.09592348
"2011/06/30",98.12233938
"2011/07/31",97.8616586
"2011/08/31",98.42523003
"2011/09/30",100.8064107
"2011/10/31",102.4658561
"2011/11/30",102.8913516
"2011/12/31",102.7700447
"2012/01/31",99.35817888
"2012/02/29",95.98059086
"2012/03/31",96.48890987
"2012/04/30",96.52842036
"2012/05/31",96.79730094
"2012/06/30",97.37387453
"2012/07/31",97.24756937
"2012/08/31",99.23008882
"2012/09/30",99.23327371
"2012/10/31",99.09006505
"2012/11/30",99.9287978
"2012/12/31",99.06416736
"2013/01/31",98.28006001
"2013/02/28",100.1756804
"2013/03/31",100.684528
"2013/04/30",101.8730096
"2013/05/31",103.1032786
"2013/06/30",106.2698012
"2013/07/31",105.8259512
"2013/08/31",105.8929251
"2013/09/30",106.7801708
"2013/10/31",105.0157077
"2013/11/30",106.617552
"2013/12/31",107.5916046
"2014/01/31",109.2959371
"2014/02/28",113.4445005
"2014/03/31",111.2330907
"2014/04/30",106.8809879
"2014/05/31",105.5460716
"2014/06/30",104.5413526
"2014/07/31",102.9813141
"2014/08/31",104.0126343
"2014/09/30",107.099724
"2014/10/31",109.1075317
"2014/11/30",112.0800982
"2014/12/31",119.612902
"2015/01/31",118.4067224
"2015/02/28",119.0736959
"2015/03/31",125.2260014
"2015/04/30",120.8442844
"2015/05/31",120.4680986
"2015/06/30",125.9857477
"2015/07/31",132.5863196
"2015/08/31",142.0706034
"2015/09/30",140.7216873
"2015/10/31",133.4144078
"2015/11/30",133.9648972
"2015/12/31",140.7359046
"2016/01/31",140.2160139
"2016/02/29",141.1727497
"2016/03/31",133.3814039
"2016/04/30",128.3504806
"2016/05/31",128.6088101
"2016/06/30",129.5820262
"2016/07/31",128.4853
"2016/08/31",129.1181589
"2016/09/30",127.8786141
"2016/10/31",128.1502747
"2016/11/30",134.0726001
"2016/12/31",131.7585352
"2017/01/31",130.1628648
"2017/02/28",128.2563242
"2017/03/31",130.5526559
"2017/04/30",129.0717979
"2017/05/31",131.154593
"2017/06/30",133.3497834
"2017/07/31",136.2098044
"2017/08/31",133.2375297
"2017/09/30",131.6213524
"2017/10/31",132.9644884
"2017/11/30",134.987696
"2017/12/31",134.1149073
"2018/01/31",129.7240662
"2018/02/28",129.9933456
"2018/03/31",129.5255546
"2018/04/30",126.5059449
"2018/05/31",131.6426058
"2018/06/30",133.4442789
"2018/07/31",133.2952204
"2018/08/31",135.8890029
"2018/09/30",137.9851306
"2018/10/31",139.6030745
"2018/11/30",143.2002318
"2018/12/31",143.053117
"2019/01/31",139.1488076
"2019/02/28",136.9260926
"2019/03/31",137.9553931
"2019/04/30",138.954407
"2019/05/31",143.893689
"2019/06/30",141.0542683
"2019/07/31",138.1316499
"2019/08/31",144.796883
"2019/09/30",142.9244394
"2019/10/31",144.2707437
"2019/11/30",143.7602413
"2019/12/31",142.5042082
"2020/01/31",139.9731771
"2020/02/29",141.9312864
"2020/03/31",157.0177393
"2020/04/30",156.2425453
"2020/05/31",154.0567705
"2020/06/30",149.1883549
"2020/07/31",149.0612021
"2020/08/31",154.3228306
"2020/09/30",153.4198734
"2020/10/31",156.3154211
"2020/11/30",151.9976019
"2020/12/31",144.8887196
"2021/01/31",144.0949941
