Año(aaaa)-Mes(mm),Id Periodicidad,Tipo,Descripcion Nivel_1_español,Descripcion Nivel_2_español,Codigo Nivel_ 1,Codigo Nivel_ 2,Descripcion Nivel_3_español,Codigo Nivel_ 3,Valor,Version,Descripcion español
1989-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"623,761",Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"292,634",Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"916,395",Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"54,745",Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"136,51",Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"73,7017",Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"3976,4897",Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,M1,,8,,,,"1319,558",Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"4099,822",Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"4379,6527",Última,miles de millones de pesos colombianos
1989-07-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"3976,4897",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"426,999",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"506,078",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Base monetaria,Total,6,3,,,"933,077",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"15,223",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"1305,164",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"1368,263",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"2673,427",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"629,071",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"297,198",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"926,269",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"52,461",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"90,141",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"72,76",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"3830,281",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,M1,,8,,,,"1353,268",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"4026,695",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"4257,28",Última,miles de millones de pesos colombianos
1989-06-30,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"3830,281",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"411,389",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"513,188",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Base monetaria,Total,6,3,,,"924,577",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"15,57",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"1273,777",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"1342,943",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"2616,72",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"594,438",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"275,182",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"869,62",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"58,596",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"137,737",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"20,376",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"3718,619",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,M1,,8,,,,"1281,009",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"3897,729",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"4130,008",Última,miles de millones de pesos colombianos
1989-05-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"3718,619",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"395,189",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"523,453",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Base monetaria,Total,6,3,,,"918,642",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"14,831",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"1227,644",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"1306,087",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"2533,731",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"574,786",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"274,615",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"849,401",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"52,906",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"84,732",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"16,279",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"3551,88",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,M1,,8,,,,"1244,59",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"3778,321",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"3947,069",Última,miles de millones de pesos colombianos
1989-04-30,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"3551,88",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"384,623",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"502,878",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Base monetaria,Total,6,3,,,"887,501",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"13,055",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"1180,075",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"1272,515",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"2452,59",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"599,83",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"247,774",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"847,604",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"50,792",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"112,663",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"30,411",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"3507,115",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,M1,,8,,,,"1232,227",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"3684,817",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"3891,738",Última,miles de millones de pesos colombianos
1989-03-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"3507,115",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"372,683",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"509,852",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Base monetaria,Total,6,3,,,"882,535",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"17,516",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"1133,867",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"1260,119",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"2393,986",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"594,776",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"253,384",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"848,16",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"49,141",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"108,702",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"22,209",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"3439,714",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,M1,,8,,,,"1220,843",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"3614,829",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"3812,397",Última,miles de millones de pesos colombianos
1989-02-28,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"3439,714",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"385,939",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"490,749",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Base monetaria,Total,6,3,,,"876,688",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"17,186",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"1054,736",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"1255,707",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"2310,443",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"585,678",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"252,405",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"838,083",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"55,46",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"72,627",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"32,68",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"3326,479",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,M1,,8,,,,"1224,022",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"3534,465",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"3712,418",Última,miles de millones de pesos colombianos
1989-01-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"3326,479",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"520,874",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"393,991",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Base monetaria,Total,6,3,,,"914,865",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"15,773",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"1001,618",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"1139,72",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"2141,338",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"533,11",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"260,536",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"793,646",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,"57,457",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"79,629",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"32,651",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"3120,494",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,M1,,8,,,,"1314,52",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"3455,858",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"3641,368",Última,miles de millones de pesos colombianos
1988-12-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"3120,494",Última,miles de millones de pesos colombianos
1988-11-30,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"386,27",Última,miles de millones de pesos colombianos
1988-11-30,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"415,984",Última,miles de millones de pesos colombianos
1988-11-30,3,MONETARIO,Base monetaria,Total,6,3,,,"802,254",Última,miles de millones de pesos colombianos
1988-11-30,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
1988-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"14,494",Última,miles de millones de pesos colombianos
