Año(aaaa)-Mes(mm),Id Periodicidad,Tipo,Descripcion Nivel_1_español,Descripcion Nivel_2_español,Codigo Nivel_ 1,Codigo Nivel_ 2,Descripcion Nivel_3_español,Codigo Nivel_ 3,Valor,Version,Descripcion español
2015-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"43868,33088469",Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"7897,45582117",Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"4528,9714812",Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"339254,5446164",Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,M1,,8,,,,"85532,21762118",Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"346695,62551183",Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"380918,43135289",Última,miles de millones de pesos colombianos
2015-05-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"339254,5446164",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"42020,77427732",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"26995,68715768",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Base monetaria,Total,6,3,,,"69016,461435",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"21505,29845931",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"114295,9124675",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"142640,97820295",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"256936,89067045",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"29773,33522547",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"14108,79665173",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"43882,1318772",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"6974,38044035",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"4829,20748161",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"334127,90892892",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,M1,,8,,,,"85902,90615452",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"342839,79682497",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"376148,68320624",Última,miles de millones de pesos colombianos
2015-04-30,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"334127,90892892",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"41516,30794831",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"24298,27522969",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Base monetaria,Total,6,3,,,"65814,583178",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"21966,69512777",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"112885,68692044",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"143546,68067946",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"256432,3675999",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"32186,52124007",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"14369,87279028",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"46556,39403035",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"6842,17766338",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"4325,86637833",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"336136,43289973",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,"12,9321",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,"12,9321",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,M1,,8,,,,"88072,70197866",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"344505,06957856",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"377652,74084804",Última,miles de millones de pesos colombianos
2015-03-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"336136,43289973",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"41367,83141726",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"25209,74253074",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Base monetaria,Total,6,3,,,"66577,573948",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"22223,06871919",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"112547,24986245",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"144696,89002334",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"257244,13988579",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"31869,39900302",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"13520,53256281",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"45389,93156583",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"6395,65696148",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"4602,307253",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"335869,85874441",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,"14,75435912",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,"14,75435912",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,M1,,8,,,,"86757,76298309",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"344001,90286888",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"377237,69016167",Última,miles de millones de pesos colombianos
2015-02-28,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"335869,85874441",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"41965,50295712",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"25325,02300988",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Base monetaria,Total,6,3,,,"67290,525967",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"22061,03237202",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"109331,07405753",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"136815,01200207",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"246146,0860596",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"31655,22297799",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"14725,41787357",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"46380,64085156",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"7620,74093254",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"4538,30545908",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"326746,8056748",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,M1,,8,,,,"88346,14380868",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"334492,22986828",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"368712,30863192",Última,miles de millones de pesos colombianos
2015-01-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"326746,8056748",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"45328,40005589",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"25132,14180011",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Base monetaria,Total,6,3,,,"70460,541856",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"21974,53465025",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"107117,08201562",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"138741,55667905",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"245858,63869467",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"34567,43884814",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"13710,17410808",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"48277,61295622",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"5372,8457094",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"5441,42437744",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"326925,05638798",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,M1,,8,,,,"93606,01301211",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"339464,65170678",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"372253,45644387",Última,miles de millones de pesos colombianos
2014-12-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"326925,05638798",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"39301,382032",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"25826,424309",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Base monetaria,Total,6,3,,,"65127,806341",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"20974,50045256",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"107070,41169212",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"141050,6577049",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"248121,06939702",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"30980,77780978",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"15481,59104962",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"46462,3688594",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"7034,06473676",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"4428,97044774",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"327020,97389348",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,M1,,8,,,,"85763,7508914",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"333884,82028842",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"366322,35592548",Última,miles de millones de pesos colombianos
2014-11-30,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"327967,07820748",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"38190,15250135",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"24259,56570365",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Base monetaria,Total,6,3,,,"62449,718205",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Bonos en poder del Banco de la República,,13,,,,,Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Bonos <sup>1/</sup>,7,6,,,"20667,17169905",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,CDT <sup>1/</sup>,2,"106475,44181672",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,Cuentas de ahorro,1,"141003,77567685",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuasidineros <sup>1/</sup>,7,2,TOTAL<sup>1/</sup>,3,"247479,21749357",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector privado,1,"29871,92648279",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Del sector público,2,"14153,28629898",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cuentas Corrientes,7,1,Total,3,"44025,21278177",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Cédulas,7,5,,,0,Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Depósitos fiduciarios,7,4,,,"5356,14221262",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Otros depósitos a la vista,7,3,,,"4071,37988929",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,Total Depósitos en poder del público  <sup>1/</sup>,7,8,,,"321599,1240763",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con entidades no financieras,2,0,Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Repos con la DGCPTN,1,0,Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos en poder del público <sup>1/</sup>,"Total Repos, Simultáneas y Transferencia Temporal de Valores (TTV) con el sector real",7,7,Total,3,0,Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Depósitos Restringidos,,11,,,,0,Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,M1,,8,,,,"82215,36528312",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,M2<sup>1/</sup>,,9,,,,"329694,58277669",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,M3<sup>1/</sup>,,10,,,,"359789,27657765",Última,miles de millones de pesos colombianos
2014-10-31,3,MONETARIO,Total Depósitos <sup>2/</sup>,,13,,,,"322545,1237463",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Base monetaria,Efectivo,6,1,,,"37005,18598291",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Base monetaria,Reserva Bancaria,6,2,,,"26699,47209709",Última,miles de millones de pesos colombianos
2014-09-30,3,MONETARIO,Base monetaria,Total,6,3,,,"63704,65808",Última,miles de millones de pesos colombianos
