Fecha date,NOMAGENTE,PLAZO,AGENTE,EXCEPCION,TASA1,Plazo real (días calendario), CASE  WHEN DESCRIPCION TASA = 'Tasa efectiva' THEN 'Tasa efectiva %' ELSE 'Tasa nominal %' END
2008-07-01,The Royal Bank of Scotland S.A.,1,008,,"       9,224",,Tasa nominal %
2008-07-02,The Royal Bank of Scotland S.A.,1,008,,"       9,227",,Tasa nominal %
2008-07-03,The Royal Bank of Scotland S.A.,1,008,,"       9,225",,Tasa nominal %
2008-07-04,The Royal Bank of Scotland S.A.,1,008,,"       9,226",,Tasa nominal %
2008-07-07,The Royal Bank of Scotland S.A.,1,008,,"       9,227",,Tasa nominal %
2008-07-08,The Royal Bank of Scotland S.A.,1,008,,"       9,228",,Tasa nominal %
2008-07-09,The Royal Bank of Scotland S.A.,1,008,,"       9,230",,Tasa nominal %
2008-07-10,The Royal Bank of Scotland S.A.,1,008,,"       9,231",,Tasa nominal %
2008-07-11,The Royal Bank of Scotland S.A.,1,008,,"       9,233",,Tasa nominal %
2008-07-14,The Royal Bank of Scotland S.A.,1,008,,"       9,231",,Tasa nominal %
2008-07-15,The Royal Bank of Scotland S.A.,1,008,,"       9,230",,Tasa nominal %
2008-07-16,The Royal Bank of Scotland S.A.,1,008,,"       9,231",,Tasa nominal %
2008-07-17,The Royal Bank of Scotland S.A.,1,008,,"       9,228",,Tasa nominal %
2008-07-18,The Royal Bank of Scotland S.A.,1,008,,"       9,230",,Tasa nominal %
2008-07-21,The Royal Bank of Scotland S.A.,1,008,,"       9,226",,Tasa nominal %
2008-07-22,The Royal Bank of Scotland S.A.,1,008,,"       9,223",,Tasa nominal %
2008-07-23,The Royal Bank of Scotland S.A.,1,008,,"       9,224",,Tasa nominal %
2008-07-24,The Royal Bank of Scotland S.A.,1,008,,"       9,225",,Tasa nominal %
2008-07-25,The Royal Bank of Scotland S.A.,1,008,,"       9,225",,Tasa nominal %
2008-07-28,The Royal Bank of Scotland S.A.,1,008,,"       9,410",,Tasa nominal %
2008-07-29,The Royal Bank of Scotland S.A.,1,008,,"       9,420",,Tasa nominal %
2008-07-30,The Royal Bank of Scotland S.A.,1,008,,"       9,440",,Tasa nominal %
2008-07-31,The Royal Bank of Scotland S.A.,1,008,,"       9,414",,Tasa nominal %
2008-08-01,The Royal Bank of Scotland S.A.,1,008,,"       9,423",,Tasa nominal %
2008-08-04,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-05,The Royal Bank of Scotland S.A.,1,008,,"       9,426",,Tasa nominal %
2008-08-06,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-08,The Royal Bank of Scotland S.A.,1,008,,"       9,431",,Tasa nominal %
2008-08-11,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-12,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-13,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-14,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-15,The Royal Bank of Scotland S.A.,1,008,,"       9,427",,Tasa nominal %
2008-08-19,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-20,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-21,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-22,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-25,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-26,The Royal Bank of Scotland S.A.,1,008,,"       9,429",,Tasa nominal %
2008-08-27,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-08-28,The Royal Bank of Scotland S.A.,1,008,,"       9,405",,Tasa nominal %
2008-08-29,The Royal Bank of Scotland S.A.,1,008,,"       9,400",,Tasa nominal %
2008-09-01,The Royal Bank of Scotland S.A.,1,008,,"       9,400",,Tasa nominal %
2008-09-02,The Royal Bank of Scotland S.A.,1,008,,"       9,400",,Tasa nominal %
2008-09-03,The Royal Bank of Scotland S.A.,1,008,,"       9,400",,Tasa nominal %
2008-09-04,The Royal Bank of Scotland S.A.,1,008,,"       9,420",,Tasa nominal %
2008-09-05,The Royal Bank of Scotland S.A.,1,008,,"       9,405",,Tasa nominal %
2008-09-08,The Royal Bank of Scotland S.A.,1,008,,"       9,409",,Tasa nominal %
2008-09-09,The Royal Bank of Scotland S.A.,1,008,,"       9,410",,Tasa nominal %
2008-09-10,The Royal Bank of Scotland S.A.,1,008,,"       9,412",,Tasa nominal %
2008-09-11,The Royal Bank of Scotland S.A.,1,008,,"       9,405",,Tasa nominal %
2008-09-12,The Royal Bank of Scotland S.A.,1,008,,"       9,409",,Tasa nominal %
2008-09-15,The Royal Bank of Scotland S.A.,1,008,,"       9,399",,Tasa nominal %
2008-09-16,The Royal Bank of Scotland S.A.,1,008,,"       9,395",,Tasa nominal %
2008-09-17,The Royal Bank of Scotland S.A.,1,008,,"       9,395",,Tasa nominal %
2008-09-18,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-09-19,The Royal Bank of Scotland S.A.,1,008,,"       9,389",,Tasa nominal %
2008-09-22,The Royal Bank of Scotland S.A.,1,008,,"       9,389",,Tasa nominal %
2008-09-23,The Royal Bank of Scotland S.A.,1,008,,"       9,389",,Tasa nominal %
2008-09-24,The Royal Bank of Scotland S.A.,1,008,,"       9,380",,Tasa nominal %
2008-09-25,The Royal Bank of Scotland S.A.,1,008,,"       9,385",,Tasa nominal %
2008-09-26,The Royal Bank of Scotland S.A.,1,008,,"       9,374",,Tasa nominal %
2008-09-29,The Royal Bank of Scotland S.A.,1,008,,"       9,380",,Tasa nominal %
2008-09-30,The Royal Bank of Scotland S.A.,1,008,,"       9,389",,Tasa nominal %
2008-10-01,The Royal Bank of Scotland S.A.,1,008,,"       9,370",,Tasa nominal %
2008-10-02,The Royal Bank of Scotland S.A.,1,008,,"       9,370",,Tasa nominal %
2008-10-03,The Royal Bank of Scotland S.A.,1,008,,"       9,375",,Tasa nominal %
2008-10-06,The Royal Bank of Scotland S.A.,1,008,,"       9,420",,Tasa nominal %
2008-10-07,The Royal Bank of Scotland S.A.,1,008,,"       9,430",,Tasa nominal %
2008-10-08,The Royal Bank of Scotland S.A.,1,008,,"       9,440",,Tasa nominal %
2008-10-09,The Royal Bank of Scotland S.A.,1,008,,"       9,395",,Tasa nominal %
2008-10-10,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-14,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-15,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-16,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-17,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-20,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-21,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-22,The Royal Bank of Scotland S.A.,1,008,,"       9,435",,Tasa nominal %
2008-10-23,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-24,The Royal Bank of Scotland S.A.,1,008,,"       9,435",,Tasa nominal %
2008-10-27,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-28,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-29,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-30,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-10-31,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-11-04,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-11-05,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-11-06,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-11-07,The Royal Bank of Scotland S.A.,1,008,,"       9,390",,Tasa nominal %
2008-11-10,The Royal Bank of Scotland S.A.,1,008,,"       9,365",,Tasa nominal %
2008-11-11,The Royal Bank of Scotland S.A.,1,008,,"       9,380",,Tasa nominal %
2008-11-12,The Royal Bank of Scotland S.A.,1,008,,"       9,330",,Tasa nominal %
2008-11-13,The Royal Bank of Scotland S.A.,1,008,,"       9,330",,Tasa nominal %
2008-11-14,The Royal Bank of Scotland S.A.,1,008,,"       9,309",,Tasa nominal %
2008-11-18,The Royal Bank of Scotland S.A.,1,008,,"       9,304",,Tasa nominal %
2008-11-19,The Royal Bank of Scotland S.A.,1,008,,"       9,281",,Tasa nominal %
2008-11-20,The Royal Bank of Scotland S.A.,1,008,,"       9,269",,Tasa nominal %
2008-11-21,The Royal Bank of Scotland S.A.,1,008,,"       9,209",,Tasa nominal %
2008-11-24,The Royal Bank of Scotland S.A.,1,008,,"       9,189",,Tasa nominal %
2008-11-25,The Royal Bank of Scotland S.A.,1,008,,"       9,049",,Tasa nominal %
2008-11-26,The Royal Bank of Scotland S.A.,1,008,,"       8,899",,Tasa nominal %
2008-11-27,The Royal Bank of Scotland S.A.,1,008,,"       8,890",,Tasa nominal %
2008-11-28,The Royal Bank of Scotland S.A.,1,008,,"       8,890",,Tasa nominal %
2008-12-01,The Royal Bank of Scotland S.A.,1,008,,"       8,869",,Tasa nominal %
2008-12-02,The Royal Bank of Scotland S.A.,1,008,,"       8,799",,Tasa nominal %
2008-12-03,The Royal Bank of Scotland S.A.,1,008,,"       8,810",,Tasa nominal %
2008-12-04,The Royal Bank of Scotland S.A.,1,008,,"       8,750",,Tasa nominal %
2008-12-05,The Royal Bank of Scotland S.A.,1,008,,"       8,810",,Tasa nominal %
2008-12-09,The Royal Bank of Scotland S.A.,1,008,,"       8,649",,Tasa nominal %
2008-12-10,The Royal Bank of Scotland S.A.,1,008,,"       8,699",,Tasa nominal %
2008-12-11,The Royal Bank of Scotland S.A.,1,008,,"       8,700",,Tasa nominal %
2008-12-12,The Royal Bank of Scotland S.A.,1,008,,"       8,780",,Tasa nominal %
2008-12-15,The Royal Bank of Scotland S.A.,1,008,,"       8,690",,Tasa nominal %
2008-12-16,The Royal Bank of Scotland S.A.,1,008,,"       8,700",,Tasa nominal %
2008-12-17,The Royal Bank of Scotland S.A.,1,008,,"       8,700",,Tasa nominal %
2008-12-18,The Royal Bank of Scotland S.A.,1,008,,"       8,640",,Tasa nominal %
2008-12-19,The Royal Bank of Scotland S.A.,1,008,,"       8,650",,Tasa nominal %
2008-12-22,The Royal Bank of Scotland S.A.,1,008,,"       8,500",,Tasa nominal %
2008-12-23,The Royal Bank of Scotland S.A.,1,008,,"       8,499",,Tasa nominal %
2008-12-24,The Royal Bank of Scotland S.A.,1,008,,"       8,501",,Tasa nominal %
2008-12-26,The Royal Bank of Scotland S.A.,1,008,,"       8,451",,Tasa nominal %
2008-12-29,The Royal Bank of Scotland S.A.,1,008,,"       8,501",,Tasa nominal %
2008-12-30,The Royal Bank of Scotland S.A.,1,008,,"       8,415",,Tasa nominal %
2009-01-02,The Royal Bank of Scotland S.A.,1,008,,"       8,501",,Tasa nominal %
2009-01-05,The Royal Bank of Scotland S.A.,1,008,,"       8,501",,Tasa nominal %
2009-01-06,The Royal Bank of Scotland S.A.,1,008,,"       8,501",,Tasa nominal %
2009-01-07,The Royal Bank of Scotland S.A.,1,008,,"       8,451",,Tasa nominal %
2009-01-08,The Royal Bank of Scotland S.A.,1,008,,"       8,501",,Tasa nominal %
2009-01-09,The Royal Bank of Scotland S.A.,1,008,,"       8,501",,Tasa nominal %
2009-01-13,The Royal Bank of Scotland S.A.,1,008,,"       8,521",,Tasa nominal %
2009-01-14,The Royal Bank of Scotland S.A.,1,008,,"       8,521",,Tasa nominal %
2009-01-15,The Royal Bank of Scotland S.A.,1,008,,"       8,551",,Tasa nominal %
2009-01-16,The Royal Bank of Scotland S.A.,1,008,,"       8,550",,Tasa nominal %
2009-01-19,The Royal Bank of Scotland S.A.,1,008,,"       8,600",,Tasa nominal %
2009-01-20,The Royal Bank of Scotland S.A.,1,008,,"       8,620",,Tasa nominal %
2009-01-21,The Royal Bank of Scotland S.A.,1,008,,"       8,720",,Tasa nominal %
2009-01-22,The Royal Bank of Scotland S.A.,1,008,,"       8,700",,Tasa nominal %
2009-01-23,The Royal Bank of Scotland S.A.,1,008,,"       8,780",,Tasa nominal %
2009-01-26,The Royal Bank of Scotland S.A.,1,008,,"       8,780",,Tasa nominal %
2009-01-27,The Royal Bank of Scotland S.A.,1,008,,"       8,640",,Tasa nominal %
2009-01-28,The Royal Bank of Scotland S.A.,1,008,,"       8,960",,Tasa nominal %
2009-01-29,The Royal Bank of Scotland S.A.,1,008,,"       8,920",,Tasa nominal %
2009-01-30,The Royal Bank of Scotland S.A.,1,008,,"       8,920",,Tasa nominal %
2009-02-02,The Royal Bank of Scotland S.A.,1,008,,"       8,400",,Tasa nominal %
2009-02-03,The Royal Bank of Scotland S.A.,1,008,,"       8,660",,Tasa nominal %
2009-02-04,The Royal Bank of Scotland S.A.,1,008,,"       8,660",,Tasa nominal %
2009-02-05,The Royal Bank of Scotland S.A.,1,008,,"       8,660",,Tasa nominal %
2009-02-06,The Royal Bank of Scotland S.A.,1,008,,"       8,660",,Tasa nominal %
2009-02-09,The Royal Bank of Scotland S.A.,1,008,,"       8,660",,Tasa nominal %
2009-02-10,The Royal Bank of Scotland S.A.,1,008,,"       8,500",,Tasa nominal %
2009-02-11,The Royal Bank of Scotland S.A.,1,008,,"       8,500",,Tasa nominal %
2009-02-12,The Royal Bank of Scotland S.A.,1,008,,"       8,500",,Tasa nominal %
2009-02-13,The Royal Bank of Scotland S.A.,1,008,,"       8,600",,Tasa nominal %
2009-02-16,The Royal Bank of Scotland S.A.,1,008,,"       8,720",,Tasa nominal %
2009-02-17,The Royal Bank of Scotland S.A.,1,008,,"       8,700",,Tasa nominal %
2009-02-18,The Royal Bank of Scotland S.A.,1,008,,"       8,450",,Tasa nominal %
2009-02-19,The Royal Bank of Scotland S.A.,1,008,,"       8,670",,Tasa nominal %
2009-02-20,The Royal Bank of Scotland S.A.,1,008,,"       8,650",,Tasa nominal %
2009-02-23,The Royal Bank of Scotland S.A.,1,008,,"       8,610",,Tasa nominal %
2009-02-24,The Royal Bank of Scotland S.A.,1,008,,"       8,590",,Tasa nominal %
2009-02-25,The Royal Bank of Scotland S.A.,1,008,,"       8,580",,Tasa nominal %
2009-02-26,The Royal Bank of Scotland S.A.,1,008,,"       8,580",,Tasa nominal %
2009-02-27,The Royal Bank of Scotland S.A.,1,008,,"       8,590",,Tasa nominal %
2009-03-02,The Royal Bank of Scotland S.A.,1,008,,"       7,800",,Tasa nominal %
2009-03-03,The Royal Bank of Scotland S.A.,1,008,,"       7,640",,Tasa nominal %
2009-03-04,The Royal Bank of Scotland S.A.,1,008,,"       7,590",,Tasa nominal %
2009-03-05,The Royal Bank of Scotland S.A.,1,008,,"       7,595",,Tasa nominal %
2009-03-06,The Royal Bank of Scotland S.A.,1,008,,"       7,590",,Tasa nominal %
2009-03-09,The Royal Bank of Scotland S.A.,1,008,,"       7,595",,Tasa nominal %
2009-03-10,The Royal Bank of Scotland S.A.,1,008,,"       7,600",,Tasa nominal %
2009-03-11,The Royal Bank of Scotland S.A.,1,008,,"       7,641",,Tasa nominal %
2009-03-12,The Royal Bank of Scotland S.A.,1,008,,"       7,550",,Tasa nominal %
2009-03-13,The Royal Bank of Scotland S.A.,1,008,,"       7,651",,Tasa nominal %
2009-03-16,The Royal Bank of Scotland S.A.,1,008,,"       7,655",,Tasa nominal %
2009-03-17,The Royal Bank of Scotland S.A.,1,008,,"       7,649",,Tasa nominal %
2009-03-18,The Royal Bank of Scotland S.A.,1,008,,"       7,641",,Tasa nominal %
2009-03-19,The Royal Bank of Scotland S.A.,1,008,,"       7,646",,Tasa nominal %
2009-03-20,The Royal Bank of Scotland S.A.,1,008,,"       7,645",,Tasa nominal %
2009-03-24,The Royal Bank of Scotland S.A.,1,008,,"       6,750",,Tasa nominal %
2009-03-25,The Royal Bank of Scotland S.A.,1,008,,"       6,740",,Tasa nominal %
2009-03-26,The Royal Bank of Scotland S.A.,1,008,,"       6,730",,Tasa nominal %
2009-03-27,The Royal Bank of Scotland S.A.,1,008,,"       6,683",,Tasa nominal %
2009-03-30,The Royal Bank of Scotland S.A.,1,008,,"       6,732",,Tasa nominal %
2009-03-31,The Royal Bank of Scotland S.A.,1,008,,"       6,750",,Tasa nominal %
2009-04-01,The Royal Bank of Scotland S.A.,1,008,,"       6,748",,Tasa nominal %
2009-04-02,The Royal Bank of Scotland S.A.,1,008,,"       6,746",,Tasa nominal %
2009-04-03,The Royal Bank of Scotland S.A.,1,008,,"       6,748",,Tasa nominal %
2009-04-06,The Royal Bank of Scotland S.A.,1,008,,"       6,740",,Tasa nominal %
2009-04-07,The Royal Bank of Scotland S.A.,1,008,,"       6,740",,Tasa nominal %
2009-04-08,The Royal Bank of Scotland S.A.,1,008,,"       6,754",,Tasa nominal %
2009-04-13,The Royal Bank of Scotland S.A.,1,008,,"       6,752",,Tasa nominal %
2009-04-14,The Royal Bank of Scotland S.A.,1,008,,"       6,763",,Tasa nominal %
2009-04-15,The Royal Bank of Scotland S.A.,1,008,,"       6,764",,Tasa nominal %
2009-04-16,The Royal Bank of Scotland S.A.,1,008,,"       6,772",,Tasa nominal %
2009-04-17,The Royal Bank of Scotland S.A.,1,008,,"       6,771",,Tasa nominal %
2009-04-20,The Royal Bank of Scotland S.A.,1,008,,"       6,776",,Tasa nominal %
2009-04-21,The Royal Bank of Scotland S.A.,1,008,,"       6,781",,Tasa nominal %
2009-04-22,The Royal Bank of Scotland S.A.,1,008,,"       6,781",,Tasa nominal %
2009-04-23,The Royal Bank of Scotland S.A.,1,008,,"       6,781",,Tasa nominal %
2009-04-24,The Royal Bank of Scotland S.A.,1,008,,"       6,776",,Tasa nominal %
2009-04-27,The Royal Bank of Scotland S.A.,1,008,,"       6,772",,Tasa nominal %
2009-04-28,The Royal Bank of Scotland S.A.,1,008,,"       6,768",,Tasa nominal %
2009-04-29,The Royal Bank of Scotland S.A.,1,008,,"       6,765",,Tasa nominal %
2009-04-30,The Royal Bank of Scotland S.A.,1,008,,"       6,760",,Tasa nominal %
2009-05-04,The Royal Bank of Scotland S.A.,1,008,,"       5,851",,Tasa nominal %
2009-05-05,The Royal Bank of Scotland S.A.,1,008,,"       5,856",,Tasa nominal %
2009-05-06,The Royal Bank of Scotland S.A.,1,008,,"       5,830",,Tasa nominal %
2009-05-07,The Royal Bank of Scotland S.A.,1,008,,"       5,832",,Tasa nominal %
2009-05-08,The Royal Bank of Scotland S.A.,1,008,,"       5,910",,Tasa nominal %
2009-05-11,The Royal Bank of Scotland S.A.,1,008,,"       5,950",,Tasa nominal %
2009-05-12,The Royal Bank of Scotland S.A.,1,008,,"       5,970",,Tasa nominal %
2009-05-13,The Royal Bank of Scotland S.A.,1,008,,"       5,996",,Tasa nominal %
2009-05-14,The Royal Bank of Scotland S.A.,1,008,,"       5,991",,Tasa nominal %
2009-05-15,The Royal Bank of Scotland S.A.,1,008,,"       5,981",,Tasa nominal %
2009-05-18,The Royal Bank of Scotland S.A.,1,008,,"       5,962",,Tasa nominal %
2009-05-19,The Royal Bank of Scotland S.A.,1,008,,"       5,941",,Tasa nominal %
2009-05-20,The Royal Bank of Scotland S.A.,1,008,,"       5,928",,Tasa nominal %
2009-05-21,The Royal Bank of Scotland S.A.,1,008,,"       5,931",,Tasa nominal %
2009-05-22,The Royal Bank of Scotland S.A.,1,008,,"       5,906",,Tasa nominal %
2009-05-26,The Royal Bank of Scotland S.A.,1,008,,"       5,710",,Tasa nominal %
2009-05-27,The Royal Bank of Scotland S.A.,1,008,,"       5,750",,Tasa nominal %
2009-05-28,The Royal Bank of Scotland S.A.,1,008,,"       5,842",,Tasa nominal %
2009-05-29,The Royal Bank of Scotland S.A.,1,008,,"       5,838",,Tasa nominal %
2009-06-01,The Royal Bank of Scotland S.A.,1,008,,"       4,950",,Tasa nominal %
2009-06-02,The Royal Bank of Scotland S.A.,1,008,,"       4,750",,Tasa nominal %
2009-06-03,The Royal Bank of Scotland S.A.,1,008,,"       4,856",,Tasa nominal %
2009-06-04,The Royal Bank of Scotland S.A.,1,008,,"       4,886",,Tasa nominal %
2009-06-05,The Royal Bank of Scotland S.A.,1,008,,"       4,845",,Tasa nominal %
2009-06-08,The Royal Bank of Scotland S.A.,1,008,,"       4,850",,Tasa nominal %
2009-06-09,The Royal Bank of Scotland S.A.,1,008,,"       4,921",,Tasa nominal %
2009-06-10,The Royal Bank of Scotland S.A.,1,008,,"       4,926",,Tasa nominal %
2009-06-11,The Royal Bank of Scotland S.A.,1,008,,"       4,880",,Tasa nominal %
2009-06-12,The Royal Bank of Scotland S.A.,1,008,,"       4,879",,Tasa nominal %
2009-06-16,The Royal Bank of Scotland S.A.,1,008,,"       4,921",,Tasa nominal %
2009-06-17,The Royal Bank of Scotland S.A.,1,008,,"       4,918",,Tasa nominal %
2009-06-18,The Royal Bank of Scotland S.A.,1,008,,"       4,926",,Tasa nominal %
2009-06-19,The Royal Bank of Scotland S.A.,1,008,,"       4,946",,Tasa nominal %
2009-06-23,The Royal Bank of Scotland S.A.,1,008,,"       4,435",,Tasa nominal %
2009-06-24,The Royal Bank of Scotland S.A.,1,008,,"       4,375",,Tasa nominal %
2009-06-25,The Royal Bank of Scotland S.A.,1,008,,"       4,379",,Tasa nominal %
2009-06-26,The Royal Bank of Scotland S.A.,1,008,,"       4,373",,Tasa nominal %
2009-06-30,The Royal Bank of Scotland S.A.,1,008,,"       4,384",,Tasa nominal %
2009-07-01,The Royal Bank of Scotland S.A.,1,008,,"       4,379",,Tasa nominal %
2009-07-02,The Royal Bank of Scotland S.A.,1,008,,"       4,354",,Tasa nominal %
2009-07-03,The Royal Bank of Scotland S.A.,1,008,,"       4,390",,Tasa nominal %
2009-07-06,The Royal Bank of Scotland S.A.,1,008,,"       4,300",,Tasa nominal %
2009-07-07,The Royal Bank of Scotland S.A.,1,008,,"       4,358",,Tasa nominal %
2009-07-08,The Royal Bank of Scotland S.A.,1,008,,"       4,400",,Tasa nominal %
2009-07-09,The Royal Bank of Scotland S.A.,1,008,,"       4,410",,Tasa nominal %
2009-07-10,The Royal Bank of Scotland S.A.,1,008,,"       4,390",,Tasa nominal %
2009-07-13,The Royal Bank of Scotland S.A.,1,008,,"       4,395",,Tasa nominal %
2009-07-14,The Royal Bank of Scotland S.A.,1,008,,"       4,344",,Tasa nominal %
2009-07-15,The Royal Bank of Scotland S.A.,1,008,,"       4,368",,Tasa nominal %
2009-07-16,The Royal Bank of Scotland S.A.,1,008,,"       4,329",,Tasa nominal %
2009-07-17,The Royal Bank of Scotland S.A.,1,008,,"       4,360",,Tasa nominal %
2009-07-21,The Royal Bank of Scotland S.A.,1,008,,"       4,320",,Tasa nominal %
2009-07-22,The Royal Bank of Scotland S.A.,1,008,,"       4,300",,Tasa nominal %
2009-07-23,The Royal Bank of Scotland S.A.,1,008,,"       4,330",,Tasa nominal %
2009-07-24,The Royal Bank of Scotland S.A.,1,008,,"       4,220",,Tasa nominal %
2009-07-27,The Royal Bank of Scotland S.A.,1,008,,"       4,234",,Tasa nominal %
2009-07-28,The Royal Bank of Scotland S.A.,1,008,,"       4,189",,Tasa nominal %
2009-07-29,The Royal Bank of Scotland S.A.,1,008,,"       4,160",,Tasa nominal %
2009-07-30,The Royal Bank of Scotland S.A.,1,008,,"       4,160",,Tasa nominal %
2009-07-31,The Royal Bank of Scotland S.A.,1,008,,"       4,080",,Tasa nominal %
2009-08-03,The Royal Bank of Scotland S.A.,1,008,,"       4,050",,Tasa nominal %
2009-08-04,The Royal Bank of Scotland S.A.,1,008,,"       3,980",,Tasa nominal %
2009-08-05,The Royal Bank of Scotland S.A.,1,008,,"       3,990",,Tasa nominal %
2009-08-06,The Royal Bank of Scotland S.A.,1,008,,"       3,890",,Tasa nominal %
2009-08-10,The Royal Bank of Scotland S.A.,1,008,,"       3,840",,Tasa nominal %
2009-08-11,The Royal Bank of Scotland S.A.,1,008,,"       3,900",,Tasa nominal %
2009-08-12,The Royal Bank of Scotland S.A.,1,008,,"       3,888",,Tasa nominal %
2009-08-13,The Royal Bank of Scotland S.A.,1,008,,"       3,870",,Tasa nominal %
2009-08-14,The Royal Bank of Scotland S.A.,1,008,,"       3,885",,Tasa nominal %
2009-08-18,The Royal Bank of Scotland S.A.,1,008,,"       3,850",,Tasa nominal %
2009-08-19,The Royal Bank of Scotland S.A.,1,008,,"       3,850",,Tasa nominal %
2009-08-20,The Royal Bank of Scotland S.A.,1,008,,"       3,900",,Tasa nominal %
2009-08-21,The Royal Bank of Scotland S.A.,1,008,,"       3,905",,Tasa nominal %
2009-08-24,The Royal Bank of Scotland S.A.,1,008,,"       3,860",,Tasa nominal %
2009-08-25,The Royal Bank of Scotland S.A.,1,008,,"       3,800",,Tasa nominal %
2009-08-26,The Royal Bank of Scotland S.A.,1,008,,"       3,900",,Tasa nominal %
2009-08-27,The Royal Bank of Scotland S.A.,1,008,,"       3,920",,Tasa nominal %
2009-08-28,The Royal Bank of Scotland S.A.,1,008,,"       4,020",,Tasa nominal %
2009-08-31,The Royal Bank of Scotland S.A.,1,008,,"       4,050",,Tasa nominal %
2009-09-01,The Royal Bank of Scotland S.A.,1,008,,"       4,150",,Tasa nominal %
2009-09-02,The Royal Bank of Scotland S.A.,1,008,,"       4,150",,Tasa nominal %
2009-09-03,The Royal Bank of Scotland S.A.,1,008,,"       4,100",,Tasa nominal %
2009-09-04,The Royal Bank of Scotland S.A.,1,008,,"       4,280",,Tasa nominal %
2009-09-07,The Royal Bank of Scotland S.A.,1,008,,"       4,200",,Tasa nominal %
2009-09-08,The Royal Bank of Scotland S.A.,1,008,,"       4,250",,Tasa nominal %
2009-09-09,The Royal Bank of Scotland S.A.,1,008,,"       4,200",,Tasa nominal %
2009-09-10,The Royal Bank of Scotland S.A.,1,008,,"       4,190",,Tasa nominal %
2009-09-11,The Royal Bank of Scotland S.A.,1,008,,"       4,150",,Tasa nominal %
2009-09-14,The Royal Bank of Scotland S.A.,1,008,,"       4,210",,Tasa nominal %
2009-09-15,The Royal Bank of Scotland S.A.,1,008,,"       4,200",,Tasa nominal %
2009-09-16,The Royal Bank of Scotland S.A.,1,008,,"       4,250",,Tasa nominal %
2009-09-17,The Royal Bank of Scotland S.A.,1,008,,"       4,100",,Tasa nominal %
2009-09-18,The Royal Bank of Scotland S.A.,1,008,,"       4,100",,Tasa nominal %
2009-09-21,The Royal Bank of Scotland S.A.,1,008,,"       4,210",,Tasa nominal %
2009-09-22,The Royal Bank of Scotland S.A.,1,008,,"       4,300",,Tasa nominal %
2009-09-23,The Royal Bank of Scotland S.A.,1,008,,"       4,300",,Tasa nominal %
2009-09-24,The Royal Bank of Scotland S.A.,1,008,,"       4,280",,Tasa nominal %
2009-09-25,The Royal Bank of Scotland S.A.,1,008,,"       4,350",,Tasa nominal %
2009-09-28,The Royal Bank of Scotland S.A.,1,008,,"       3,850",,Tasa nominal %
2009-09-29,The Royal Bank of Scotland S.A.,1,008,,"       3,850",,Tasa nominal %
2009-09-30,The Royal Bank of Scotland S.A.,1,008,,"       3,840",,Tasa nominal %
2009-10-01,The Royal Bank of Scotland S.A.,1,008,,"       3,850",,Tasa nominal %
2009-10-02,The Royal Bank of Scotland S.A.,1,008,,"       3,860",,Tasa nominal %
