Clasificación de la Entidad,Código de Clasificación de la Entidad,Cuenta,Clase de Cuenta,Código de Cuenta,Tipo de Cuenta,Año semana,Tasa,Formato Id,Monto,Orden,Total
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200843,"20,4387156024606",500,"224676,29689",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200844,"20,4869296821529",500,"346097,33807",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200845,"20,9119507904868",500,"111502,26186",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200846,"21,1653643831441",500,"194889,50274",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200847,"21,0023551542329",500,"181319,65388",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200848,"20,7055448911037",500,"332206,37919",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200849,"21,1277012729961",500,"255841,24561",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200850,"21,1097413994555",500,"187822,14832",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200851,"21,463092403065",500,"332169,00669",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200852,"20,3488977615878",500,"268292,90703",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200853,"20,2027405146277",500,"307340,40456",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200901,"20,4378140850807",500,"145928,08157",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200902,"20,9542912354029",500,"133160,75666",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200903,"21,0660365715444",500,"188541,29122",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200904,"20,6608937647449",500,"314648,14692",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200905,"20,5069281522034",500,"195877,20218",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200906,"20,2977909491849",500,"175641,89643",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200907,"20,1455231495544",500,"199839,45046",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200908,"19,0316123106556",500,"324304,07702",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200909,"20,3844367888857",500,"197517,552",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200910,"19,4063846700552",500,"191769,62067",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200911,"19,6596668644728",500,"219492,85171",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200912,"19,5903439561708",500,"173635,92781",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200913,"19,2151716323838",500,"329270,08911",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200914,"18,7456698152305",500,"111480,31092",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200915,"19,2458778911042",500,"173340,00188",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200916,"18,8507821824682",500,"184964,07861",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200917,"17,7300632816985",500,"300474,73588",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200918,"18,5002814588512",500,"174895,07857",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200919,"18,6048641462322",500,"172876,34363",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200920,"18,3565811346346",500,"204846,99763",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200921,"17,1511103461407",500,"273401,81527",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200922,"18,1088810010469",500,"180290,08238",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200923,"17,3217600285404",500,"185234,26219",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200924,"17,2385854226537",500,"196037,84255",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200925,"16,0527593603276",500,"261527,38089",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200926,"16,7707777443669",500,"278481,81126",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200927,"16,574118792892",500,"186902,20914",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200928,"17,0547634950764",500,"189605,4777",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200929,"17,1776025124485",500,"181868,61612",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200930,"16,8534197070394",500,"352295,69817",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200931,"16,96299967158",500,"116846,68106",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200932,"16,7990069903864",500,"192960,88426",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200933,"16,6854112069221",500,"164039,85932",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200934,"15,0763324485417",500,"605795,26398",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200935,"16,9374417248525",500,"256668,21075",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200936,"16,6962346039267",500,"179759,07036",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200937,"17,0952335611366",500,"180885,82003",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200938,"15,2715142194863",500,"253898,99309",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200939,"16,2715257653123",500,"293854,60847",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200940,"15,885621931481",500,"151704,01377",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200941,"16,3340669395552",500,"180302,33382",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200942,"16,3584856405613",500,"203174,72263",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200943,"15,6360903369564",500,"344305,36218",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200944,"16,8361504797849",500,"129643,10699",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200945,"14,5400919384164",500,"177563,91432",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200946,"15,5717989176549",500,"161456,47162",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200947,"15,0000909563378",500,"270042,13795",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200948,"14,9672444009137",500,"317585,03412",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200949,"14,3666075043793",500,"206035,04649",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200950,"15,3703363952182",500,"316719,05527",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200951,"14,640206414329",500,"266884,87672",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación Total,Total,088-999930,Colocación,200952,"12,8814227854645",500,"445284,18484",999930,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200218,"25,6571508421409",500,"51629,06381",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200219,"24,6488375462009",500,"42876,59884",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200220,"23,9596837992216",500,"48642,9272",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200221,"24,8513995339267",500,"56678,52785",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200222,"24,9017516077291",500,"78355,77986",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200223,"24,7907204524594",500,"39645,61144",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200224,"25,0234333959518",500,"44312,7317",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200225,"25,0235766740719",500,"50078,75245",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200226,"23,4657730281516",500,"84188,334733",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200227,"25,9353806811774",500,"45993,58007",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200228,"24,2143002988344",500,"40354,50748",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200229,"24,6962301004096",500,"46764,27483",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200230,"23,2847748266306",500,"62860,1502",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200231,"25,4373399510964",500,"82808,78806",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200232,"23,2560496066823",500,"38014,14363",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200233,"23,9687803413688",500,"53325,399",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200234,"21,4173328231578",500,"63388,08159",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200235,"22,5258463664112",500,"84507,4069",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200236,"21,397293902596",500,"36875,42723",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200237,"22,8349600104368",500,"52683,98154",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200238,"22,0793808736869",500,"59381,31434",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200239,"22,2349314835472",500,"72980,98832",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200240,"23,291664314483",500,"66785,77452",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200241,"22,7200042463185",500,"43813,53485",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200242,"22,6119102880086",500,"47627,72589",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200243,"22,8690611093164",500,"69909,54997",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200244,"21,6797405142164",500,"132443,95776",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200245,"22,6191589168609",500,"34985,02322",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200246,"22,2227242197248",500,"46715,26588",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200247,"21,4316436406556",500,"75356,86987",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200248,"22,4079762335714",500,"104465,16221",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200249,"21,2905715471772",500,"83936,2058",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200250,"21,7741598072199",500,"58849,8597",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200251,"21,6372903280298",500,"83968,00489",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200252,"22,0261693085095",500,"95111,77469",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200301,"19,8213993374079",500,"43780,00931",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200302,"21,4391381037653",500,"32913,25652",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200303,"21,7695825180729",500,"55369,40768",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200304,"22,2576971485022",500,"57950,33931",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200305,"21,5457670117925",500,"102446,63256",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200306,"21,9425522730275",500,"32577,90867",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200307,"22,4027913994683",500,"55149,95518",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200308,"22,609630473276",500,"62880,90132",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200309,"23,3346745588958",500,"110140,42477",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200310,"21,5251891818423",500,"38745,72984",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200311,"21,8422263938614",500,"51369,35842",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200312,"22,7788030276633",500,"62583,25282",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200313,"22,1987408846104",500,"81284,38144",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200314,"21,3879227222523",500,"54382,19776",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200315,"22,3522364734965",500,"47311,6313",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200316,"20,3569990603388",500,"44827,38136",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200317,"23,1144464591651",500,"68405,77995",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200318,"22,3820090386916",500,"105034,05965",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200319,"21,6726327170385",500,"43464,93902",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200320,"21,2657551497776",500,"62100,42307",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200321,"22,8662085479223",500,"60057,90074",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200322,"22,4642362921817",500,"95831,16329",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200323,"19,80793702841",500,"41423,11874",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200324,"21,8203435361088",500,"43259,68797",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200325,"21,9720808446161",500,"52286,93442",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200326,"21,3770743174628",500,"114473,47026",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200327,"21,4407139105482",500,"39302,02603",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200328,"21,1550915883409",500,"45022,47822",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200329,"22,1577706237143",500,"51981,84637",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200330,"22,0852308239903",500,"77711,51909",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200331,"22,6839935044038",500,"108027,5355",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200332,"20,7141510126897",500,"41241,46076",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200333,"21,862150183008",500,"58751,52376",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200334,"22,1839194546628",500,"50050,87504",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200335,"20,7792632953836",500,"114551,80637",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200336,"20,9025282420187",500,"44646,92975",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200337,"21,4797733722812",500,"71322,0784",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200338,"21,7144144092441",500,"64515,9161",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200339,"22,4020556664957",500,"84701,33442",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200340,"22,6716418963739",500,"86852,47546",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200341,"21,3986345857486",500,"54127,35407",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200342,"21,9121296115289",500,"61610,49335",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200343,"21,8758676160687",500,"74876,47407",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200344,"21,568298585572",500,"141139,54852",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200345,"21,440414348602",500,"39967,77089",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200346,"22,0089237882306",500,"68505,38077",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200347,"21,627277668996",500,"62491,41995",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200348,"22,4342448978173",500,"151855,97623",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200349,"21,2879443262152",500,"49272,44675",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200350,"19,1778526993569",500,"110337,82352",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200351,"22,1261262443654",500,"92034,9617",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200352,"19,2198831592713",500,"151952,44581",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200353,"21,4156074185597",500,"96083,20615",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200401,"21,6070109884941",500,"35996,58557",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200402,"20,380714377912",500,"52132,56058",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200403,"21,7142607969158",500,"74723,07425",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200404,"19,8221743222006",500,"150107,74721",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200405,"21,5839158761364",500,"83831,03226",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200406,"21,1061319717143",500,"51463,503072",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200407,"20,8976140702887",500,"78935,14044",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200408,"20,1611026348894",500,"137118,78989",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200409,"20,4126128053672",500,"52456,0447",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200410,"20,3959432518555",500,"84307,97216",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200411,"20,7136079509197",500,"86647,08384",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200412,"20,1109459507518",500,"76364,63839",999920,"12,8621447900894"
Compañías de financiamiento comercial,1204,Tasa de interés de colocación sin Tesorería,Sin Tesorería,088-999920,Colocación,200413,"20,3251523617996",500,"111473,25525",999920,"12,8621447900894"
